,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa
7755,52971,JACO ELECTRONICS INC,2007-09-28,3,0,9,11,1,0,0,0,0,0,2,1,0,0,8206,96.087,-3.1210000000000004,-0.032480981
7756,912093,JDS UNIPHASE CORP /CA/,2007-08-29,9,0,31,7,8,0,0,1,0,2,9,4,0,0,18866,3025.3,-26.3,-0.008693353000000001
7757,1222915,JEFFERSON BANCSHARES INC,2007-09-13,0,0,8,0,1,1,0,0,0,1,0,0,0,0,1724,339.70300000000003,1.6909999999999998,0.004977878
7762,55242,KENNAMETAL INC,2007-08-16,1,0,12,0,1,0,0,0,0,0,0,0,0,0,1776,2606.2270000000003,174.243,0.066856417
7763,1002811,KENSEY NASH CORP,2007-09-13,2,0,17,23,4,2,0,0,0,3,3,4,1,0,14982,140.525,3.633,0.025853051000000002
7764,55529,KEWAUNEE SCIENTIFIC CORP /DE/,2007-07-18,1,0,5,0,2,0,0,0,0,2,0,0,0,0,1123,50.606,3.134,0.061929415
7765,318996,KEY ENERGY SERVICES INC,2007-08-13,3,0,25,18,6,1,1,1,0,3,4,1,0,0,11814,1859.0770000000002,169.28900000000002,0.09106077900000001
7766,719733,KEY TRONIC CORP,2007-09-17,4,0,10,1,1,0,0,0,0,0,1,1,0,0,1319,89.38799999999999,5.23,0.058508972
7767,55772,KIMBALL INTERNATIONAL INC,2007-08-31,4,0,25,10,6,2,0,0,0,0,4,3,0,0,5488,694.7410000000001,19.152,0.012456806
7768,319201,KLA TENCOR CORP,2007-08-20,6,0,32,15,4,2,0,1,0,0,5,11,0,0,13330,4623.249,528.0980000000001,0.114226597
7769,56701,KOSS CORP,2007-08-20,0,0,9,1,1,0,0,0,0,0,1,0,0,0,2303,29.174,5.157,0.176766984
7771,1297341,Kentucky First Federal Bancorp,2007-09-28,0,0,2,1,1,1,0,0,0,2,0,0,0,0,2153,268.916,0.885,0.00329099
7773,57515,LANCASTER COLONY CORP,2007-08-28,7,0,10,3,3,0,0,0,0,0,1,1,0,0,2849,598.497,45.684,0.07633121
7775,908652,LANDRYS RESTAURANTS INC,2007-08-10,0,1,15,14,10,0,0,1,0,2,10,2,1,0,12068,1502.983,18.112000000000002,0.012050702
7776,1114925,LANTRONIX INC,2007-09-11,6,0,25,7,5,2,0,1,0,5,4,2,0,0,8364,35.958,-1.723,-0.047917014
7777,202375,LAZARE KAPLAN INTERNATIONAL INC,2007-08-29,0,0,5,2,0,0,0,0,0,0,0,0,0,0,614,244.43,7.1979999999999995,0.029448104
7778,943580,LECROY CORP,2007-09-13,2,0,15,7,3,6,0,0,0,8,1,2,0,0,7462,231.31900000000002,-13.207,-0.057094316
7779,28626,LIFECORE BIOMEDICAL INC,2007-09-13,5,0,11,4,4,1,0,0,0,0,0,0,0,0,3491,102.271,7.718999999999999,0.07547594099999999
7781,1043915,LOGILITY INC,2007-07-16,16,0,27,14,5,0,0,1,0,4,3,6,0,0,11492,65.072,6.032,0.09269732
7782,763532,LSI INDUSTRIES INC,2007-09-11,3,0,4,0,2,0,0,0,0,0,1,0,0,0,1619,233.612,20.789,0.088989435
7787,62234,MARCUS CORP,2007-08-14,3,0,6,0,0,0,0,0,0,0,0,2,0,0,1580,721.648,20.486,0.028387801
7789,1262104,MARSHALL EDWARDS INC,2007-09-27,2,0,11,5,3,0,0,1,0,3,0,2,0,0,6910,16.29,-13.82,-0.848373235
7791,866273,MATRIX SERVICE CO,2007-08-14,2,0,10,2,4,1,0,1,0,6,4,2,0,0,5845,274.593,21.414,0.077984508
7794,874733,MEDIWARE INFORMATION SYSTEMS INC,2007-09-13,5,0,11,6,6,4,0,0,0,1,0,1,0,0,4113,59.32,2.326,0.039211059
7797,720896,MEMRY CORP,2007-09-21,0,0,3,1,1,0,0,0,0,1,0,0,0,0,1784,48.746,0.317,0.0065030980000000006
7798,1049521,MERCURY COMPUTER SYSTEMS INC,2007-09-07,4,0,8,0,5,1,0,0,0,4,1,4,0,0,6566,360.235,-37.82,-0.104987022
7799,65011,MEREDITH CORP,2007-08-24,2,0,11,2,3,0,0,0,0,1,1,1,0,0,1330,2089.951,162.346,0.077679333
7800,921365,MERIX CORP,2007-08-14,6,0,29,20,20,4,0,2,0,3,3,2,2,0,13656,267.441,-25.551,-0.095538829
7801,65270,METHODE ELECTRONICS INC,2007-07-12,3,0,13,0,0,0,0,1,0,0,2,0,2,0,2995,470.631,39.754,0.084469574
7802,835011,MGP INGREDIENTS INC,2007-09-12,3,0,9,6,4,2,0,0,0,1,0,1,0,0,13653,224.304,17.698,0.078901847
7804,789019,MICROSOFT CORP,2007-08-03,6,0,9,5,0,0,0,0,0,0,1,0,0,0,3721,63171.0,14065.0,0.22264963399999999
7805,66382,MILLER HERMAN INC,2007-07-31,1,0,8,2,1,0,0,0,0,0,0,0,0,0,1582,783.2,152.3,0.19445863100000002
7806,1059786,MIPS TECHNOLOGIES INC,2007-07-02,2,0,7,4,7,1,0,1,0,0,2,2,0,0,4077,174.862,8.482999999999999,0.048512541
7807,1059786,MIPS TECHNOLOGIES INC,2007-09-13,2,0,10,3,8,1,0,1,0,1,2,3,0,0,4497,174.862,8.482999999999999,0.048512541
7811,67472,MOLEX INC,2007-08-03,5,0,18,3,6,0,0,0,0,0,1,2,0,0,3233,3316.1079999999997,240.768,0.07260559700000001
7812,1285785,MOSAIC CO,2007-08-09,4,0,28,13,3,6,1,0,0,0,4,2,0,0,22825,11819.8,2082.8,0.176212795
7816,899923,MYRIAD GENETICS INC,2007-08-29,5,0,17,9,6,3,0,0,0,4,2,7,0,0,10334,372.06699999999995,-34.961999999999996,-0.093966947
7820,69633,NAPCO SECURITY SYSTEMS INC,2007-09-28,0,0,7,1,0,1,0,0,0,0,0,1,0,0,1109,76.785,4.217,0.054919580999999995
7821,69891,NATIONAL BEVERAGE CORP,2007-07-12,1,0,5,0,1,0,0,0,0,0,0,0,0,0,482,239.122,22.48,0.094010589
7823,813562,NATIONAL MEDICAL HEALTH CARD SYSTEMS INC,2007-09-13,10,0,52,19,2,0,0,1,0,0,5,5,0,0,20731,253.08900000000003,0.092,0.000363508
7826,70530,NATIONAL SEMICONDUCTOR CORP,2007-07-26,8,0,30,16,2,1,0,0,1,1,1,3,0,1,9849,2149.1,332.3,0.154622865
7828,711377,NEOGEN CORP,2007-08-14,1,0,10,1,0,0,0,0,0,1,2,0,0,0,1985,126.35700000000001,12.097999999999999,0.09574459699999999
7829,894743,NEOWARE INC,2007-09-12,5,0,12,7,10,1,0,0,0,3,4,12,0,0,10929,208.38299999999998,-2.3569999999999998,-0.011310903
7830,1041514,NET 1 UEPS TECHNOLOGIES INC,2007-08-29,6,3,40,27,4,2,0,0,0,3,5,4,0,0,34871,376.09,63.678999999999995,0.16931851399999998
7831,918112,NEUROBIOLOGICAL TECHNOLOGIES INC /CA/,2007-09-13,8,0,24,12,6,0,0,2,4,3,9,4,0,0,16825,10.921,-14.128,-1.293654427
7834,1308161,NEWS CORP,2007-08-23,0,0,6,5,2,0,0,0,0,0,4,7,0,0,19173,62343.0,3426.0,0.054954045
7835,1167896,NEXTEST SYSTEMS CORP,2007-09-07,6,0,18,2,7,3,0,1,0,9,0,5,0,0,6655,131.612,7.817,0.05939428
7841,744962,NUTRITION 21 INC,2007-09-28,3,0,14,5,2,2,0,0,0,4,1,1,1,0,5460,34.694,-19.148,-0.551910993
7842,99047,NYFIX INC,2007-08-06,2,0,26,20,3,0,1,1,0,0,2,5,0,0,19589,672.154,-41.086000000000006,-0.061125873
7848,1336249,"North American Insurance Leaders, Inc.",2007-09-13,0,0,15,5,4,0,0,1,1,1,1,3,0,0,11511,113.868,2.425,0.021296588999999998
7849,1002638,OPEN TEXT CORP,2007-09-13,5,0,20,8,8,2,0,0,0,6,4,3,0,0,10811,1326.845,21.66,0.016324439
7850,1082506,OPENWAVE SYSTEMS INC,2007-08-29,0,0,20,3,14,2,0,0,0,3,0,4,1,0,7021,548.2869999999999,-196.637,-0.358638815
7852,38570,ORLEANS HOMEBUILDERS INC,2007-09-13,1,0,5,1,8,1,0,0,0,2,1,0,0,0,5107,910.944,-66.85,-0.073385411
7853,1039065,OSI SYSTEMS INC,2007-09-13,2,0,14,25,6,0,0,0,0,3,5,4,0,0,16481,451.483,-18.758,-0.041547522
7854,889930,OVERLAND STORAGE INC,2007-08-23,6,0,15,2,6,6,0,0,0,1,1,2,0,0,4465,88.053,-44.111000000000004,-0.500959649
7858,911216,PALATIN TECHNOLOGIES INC,2007-09-13,2,0,8,1,2,0,0,0,0,1,2,2,0,0,6119,42.781000000000006,-27.752,-0.648699189
7859,1100389,PALM INC,2007-07-19,7,0,27,6,9,2,0,0,0,2,3,0,0,0,11238,1180.262,-105.419,-0.089318304
7861,799729,PAREXEL INTERNATIONAL CORP,2007-08-27,0,0,26,1,2,4,0,1,0,4,1,2,0,0,4950,680.013,37.289,0.054835716
7862,76334,PARKER HANNIFIN CORP,2007-08-29,0,0,14,4,1,1,0,0,0,0,0,1,0,0,1992,8441.413,830.046,0.09833022
7863,820907,PARKVALE FINANCIAL CORP,2007-09-10,0,0,4,1,0,2,0,0,0,1,0,0,0,0,525,1844.231,13.425,0.007279457
7864,802356,PARLUX FRAGRANCES INC,2007-07-11,3,0,5,3,0,1,0,0,0,2,0,1,0,0,3284,131.148,5.0360000000000005,0.038399366000000004
7870,729156,PEOPLES EDUCATIONAL HOLDINGS,2007-08-17,0,0,8,2,0,1,0,0,1,0,0,1,0,0,2325,28.619,-0.774,-0.02704497
7871,887226,PERCEPTRON INC/MI,2007-09-28,9,0,15,17,8,2,0,0,0,2,12,0,0,0,7900,65.456,1.459,0.022289782
7873,1001426,PERICOM SEMICONDUCTOR CORP,2007-09-20,1,1,20,8,8,4,0,0,0,5,2,6,0,0,8386,214.235,8.627,0.040268864
7875,1042821,PERVASIVE SOFTWARE INC,2007-09-13,4,0,12,13,8,5,1,1,0,2,1,3,0,0,7381,97.74,4.037,0.041303458
7876,949699,PHARMACYCLICS INC,2007-09-13,4,0,16,6,1,1,0,0,0,5,4,4,0,0,8921,41.095,-26.217,-0.637960822
7878,718332,PIZZA INN INC /MO/,2007-09-21,0,0,11,0,2,1,0,0,0,0,0,1,0,0,2440,8.193999999999999,0.20600000000000002,0.025140347
7879,833640,POWER INTEGRATIONS INC,2007-08-08,5,0,8,6,1,1,0,0,0,1,2,3,1,0,5032,335.099,26.624000000000002,0.079451147
7881,80424,PROCTER & GAMBLE CO,2007-08-28,2,0,4,1,0,0,0,0,0,1,0,0,0,0,1202,138014.0,10340.0,0.07491993599999999
7882,1287032,PROSPECT CAPITAL CORP,2007-09-28,6,0,66,1,5,3,0,2,0,8,5,2,4,0,9064,376.50199999999995,16.727999999999998,0.044430042999999995
7885,1010470,PROVIDENT FINANCIAL HOLDINGS INC,2007-09-12,2,1,20,2,1,0,1,0,0,1,3,3,1,0,3338,1647.516,10.450999999999999,0.006343489
7886,928592,PVF CAPITAL CORP,2007-09-13,0,1,6,0,0,1,0,0,0,0,1,1,1,0,2333,900.816,4.234,0.004700183
7887,1317577,Pike Electric CORP,2007-08-31,8,0,11,0,2,0,1,1,0,2,1,4,0,0,5490,545.497,18.357,0.033651881
7889,1166380,QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE INC,2007-07-17,4,0,17,6,17,3,0,0,0,2,3,0,0,0,10092,68.786,-85.02600000000001,-1.2360945540000001
7892,917273,RAMBUS INC,2007-09-14,7,0,27,14,5,4,0,1,0,3,4,8,0,0,16003,627.347,-27.664,-0.044096808
7895,943819,RESMED INC,2007-08-28,6,0,17,16,2,2,0,0,0,2,2,1,0,0,14204,1252.042,66.30199999999999,0.052955092999999995
7897,780434,RESPIRONICS INC,2007-08-29,1,0,15,2,3,1,0,0,0,0,3,5,0,0,3560,1226.82,122.285,0.099676399
7902,110621,RPM INTERNATIONAL INC/DE/,2007-07-30,2,0,12,2,1,1,0,0,0,0,0,0,0,0,3669,3763.567,47.708999999999996,0.012676538000000001
7903,68270,RUBY TUESDAY INC,2007-08-03,1,0,18,4,1,2,0,0,0,0,0,2,0,0,3273,1271.937,26.377,0.020737662
7904,1070380,SABA SOFTWARE INC,2007-08-13,2,0,9,4,5,8,0,0,0,6,4,3,0,0,6612,98.931,-3.542,-0.035802731000000004
7905,880117,SANFILIPPO JOHN B & SON INC,2007-09-11,8,0,28,3,5,0,0,1,0,1,4,0,0,0,8146,367.85,-13.675999999999998,-0.037178197999999996
7906,918965,SCANSOURCE INC,2007-08-29,1,0,12,3,3,3,0,0,0,0,3,0,0,0,3043,738.448,42.626000000000005,0.057723767
7910,1137789,SEAGATE TECHNOLOGY,2007-08-27,3,0,35,17,12,4,0,1,0,5,1,11,0,0,14909,9472.0,913.0,0.09638935800000001
7913,1923,"SERVIDYNE, INC.",2007-07-19,3,0,16,5,7,0,0,0,0,4,2,2,0,0,7150,52.316,1.3359999999999999,0.025537121
7915,802301,SILICON GRAPHICS INC,2007-09-12,4,0,18,1,4,2,0,0,0,1,1,2,0,0,5594,409.05800000000005,222.614,0.544211334
7917,923601,SINGING MACHINE CO INC,2007-07-16,2,0,12,4,5,1,0,0,0,0,0,1,0,0,4731,7.236000000000001,0.002,0.000276396
7919,1024452,SMF ENERGY CORP,2007-09-28,0,0,7,2,0,1,0,0,0,1,1,1,0,0,2219,43.925,-6.5889999999999995,-0.150005692
7924,916907,SOUTHERN MISSOURI BANCORP INC,2007-09-28,4,0,10,1,0,0,0,0,0,1,1,0,0,0,1417,379.92699999999996,2.928,0.007706744000000001
7925,1001907,SPACEHAB INC \WA\,2007-09-21,2,0,13,3,7,2,0,0,0,7,1,0,0,0,5943,72.475,-16.292,-0.22479475699999998
7928,828747,"SPORT SUPPLY GROUP, INC.",2007-09-13,0,0,18,22,5,1,0,0,0,2,0,1,0,0,9904,156.592,3.86,0.024650046000000002
7932,906192,SRA INTERNATIONAL INC,2007-08-16,0,0,22,1,7,1,4,0,0,4,6,1,0,0,8574,847.684,63.43,0.074827412
7934,93676,STARRETT L S CO,2007-09-18,0,0,17,1,1,1,0,0,0,0,0,0,0,0,1285,234.011,6.653,0.0024980889999999998
7936,933034,STRATTEC SECURITY CORP,2007-08-30,0,0,9,7,3,0,0,0,0,0,0,0,0,0,2302,148.446,8.183,0.055124422
7937,709519,"SUN MICROSYSTEMS, INC.",2007-08-29,5,0,37,10,9,3,0,1,0,1,3,6,0,0,12682,15838.0,473.0,0.029864882000000002
7941,1092367,SYCAMORE NETWORKS INC,2007-09-26,4,0,15,18,6,4,1,1,0,3,4,7,1,0,10303,1033.07,-13.205,-0.01278229
7943,817720,SYNAPTICS INC,2007-09-06,7,0,14,19,14,1,0,0,0,4,3,5,0,0,20483,373.31199999999995,26.534000000000002,0.071077276
7946,96057,SYS,2007-09-28,2,0,15,6,7,1,2,1,0,4,7,1,0,0,8735,52.383,-1.693,-0.032319646
7947,96021,SYSCO CORP,2007-08-28,0,0,3,4,1,0,0,0,0,1,1,0,0,0,2581,9518.931,1001.076,0.10516685099999999
7948,23666,Sara Lee Corp,2007-08-29,4,0,9,3,4,0,2,0,0,2,2,0,0,0,3641,12190.0,504.0,0.041345365
7952,1375365,"Super Micro Computer, Inc.",2007-08-28,8,0,21,8,11,1,0,1,0,7,1,10,0,0,12805,205.583,19.339000000000002,0.094069062
7953,1368879,TAILWIND FINANCIAL INC.,2007-09-25,2,0,51,28,3,1,1,2,0,11,20,2,0,0,26548,101.113,0.525,0.0051922109999999995
7954,869487,TANDY BRANDS ACCESSORIES INC,2007-09-21,2,0,11,1,3,0,0,0,0,0,1,1,0,0,1928,140.66299999999998,1.9340000000000002,0.013749174
7956,318833,TEAM INC,2007-08-13,1,0,9,2,1,1,0,0,0,0,1,1,0,0,1432,280.461,23.623,0.08422918
7957,842023,TECHNE CORP /MN/,2007-08-29,2,0,7,0,2,0,0,0,0,0,1,0,0,0,823,454.844,85.111,0.187121299
7960,96885,TEL INSTRUMENT ELECTRONICS CORP,2007-07-16,1,0,6,4,1,0,0,0,0,1,0,0,0,0,776,7.117000000000001,-0.5820000000000001,-0.081776029
7961,97472,TEXAS INDUSTRIES INC,2007-07-13,2,0,13,5,7,1,0,0,0,1,0,2,0,0,5629,1514.9589999999998,87.414,0.057700571
7962,811212,THERMOGENESIS CORP,2007-09-13,5,0,14,2,2,0,0,0,0,1,1,0,0,0,2523,43.79,-6.776,-0.154738525
7965,859475,TRIDENT MICROSYSTEMS INC,2007-08-07,4,0,13,3,3,5,0,1,0,4,3,6,0,0,7659,283.879,30.118000000000002,0.10609449800000001
7966,859475,TRIDENT MICROSYSTEMS INC,2007-09-10,5,0,19,9,5,6,0,1,0,4,2,6,0,0,12616,283.879,30.118000000000002,0.10609449800000001
7967,732026,TRIO TECH INTERNATIONAL,2007-09-17,0,0,12,14,11,4,0,1,0,0,2,3,0,0,6921,32.788000000000004,3.3080000000000003,0.10089057
7968,98338,TSR INC,2007-08-08,1,0,2,5,2,0,0,0,0,0,1,1,0,0,2248,17.642,1.276,0.072327401
7970,916545,TURBOCHEF TECHNOLOGIES INC,2007-09-24,2,0,13,3,2,0,0,0,0,0,2,7,0,0,4875,88.721,-17.234,-0.194249389
7971,100378,TWIN DISC INC,2007-09-13,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1437,267.184,21.851999999999997,0.081786335
7972,1333291,"Triple Crown Media, Inc.",2007-09-28,2,0,4,0,0,1,0,0,0,0,0,0,0,0,4233,174.46200000000002,-3.4760000000000004,-0.01992411
7973,754811,U S GLOBAL INVESTORS INC,2007-09-12,0,0,2,0,0,0,0,0,0,1,0,0,0,0,671,39.793,13.759,0.34576433
7976,867963,UNITED AMERICAN HEALTHCARE CORP,2007-08-30,3,0,23,2,0,0,0,0,0,1,1,5,0,0,4460,33.768,-1.117,-0.033078654
7978,102109,UNIVERSAL SECURITY INSTRUMENTS INC,2007-07-13,3,0,11,2,0,0,0,0,1,0,1,0,1,0,2053,30.469,-5.569,-0.18277593600000003
7979,882873,UROLOGIX INC,2007-09-20,6,0,8,4,3,4,0,0,0,4,2,3,0,0,4774,32.653,-13.237,-0.405383885
7987,1014473,VERISIGN INC/CA,2007-07-12,7,0,20,6,0,2,0,0,0,7,6,4,0,0,13813,4023.113,-139.502,-0.034675138
7990,1262976,VISTAPRINT LTD,2007-08-28,4,0,18,11,1,2,0,1,0,3,3,0,0,0,12348,234.85299999999998,27.143,0.11557442300000001
7993,107681,WINN DIXIE STORES INC,2007-08-28,2,1,7,9,1,0,0,2,0,2,2,0,0,0,4335,1670.891,300.594,0.17990042399999998
7995,350077,WMS INDUSTRIES INC /DE/,2007-08-29,1,0,8,0,1,0,0,0,0,2,0,0,1,0,3400,655.7,48.9,0.074576788
8001,108516,WORTHINGTON INDUSTRIES INC,2007-07-30,2,0,16,7,5,1,0,0,0,0,1,1,0,1,7462,1988.031,107.07700000000001,0.05386083
8003,910679,WVS FINANCIAL CORP,2007-09-28,2,1,7,2,0,0,0,0,0,0,0,1,1,0,1218,408.07599999999996,3.6460000000000004,0.00893461
8006,730716,ZYGO CORP,2007-09-20,4,0,13,3,3,3,0,0,0,2,4,3,0,0,3481,211.59400000000002,15.142000000000001,0.071561575
8011,1310094,ACCENTIA BIOPHARMACEUTICALS INC,2007-12-28,17,0,33,31,35,1,2,2,0,7,17,15,0,0,41925,33.047,-76.01100000000001,-2.300087754
8015,1183941,ACTIVIDENTITY CORP,2007-12-14,7,0,13,4,9,1,0,0,0,3,4,3,0,0,3894,188.452,-9.298,-0.049338824
8016,6955,ACTUANT CORP,2007-10-30,0,0,8,0,6,4,0,0,0,1,0,2,1,0,4063,1500.776,104.95200000000001,0.069931822
8021,868857,AECOM TECHNOLOGY CORP,2007-12-13,0,0,12,1,3,2,0,0,0,2,1,1,0,0,3980,2491.821,100.29700000000001,0.040250483
8025,1090872,AGILENT TECHNOLOGIES INC,2007-12-21,4,0,6,3,5,0,0,0,1,5,2,3,0,0,5913,7554.0,638.0,0.084458565
8026,2969,AIR PRODUCTS & CHEMICALS INC /DE/,2007-11-28,3,0,17,1,3,0,0,1,0,0,2,0,0,2,2864,12659.5,1035.6,0.081804179
8028,3545,ALICO INC,2007-11-14,0,0,16,2,1,1,0,1,0,0,2,5,0,0,3011,280.887,-13.844000000000001,-0.049286724000000004
8031,890634,ALLIED HEALTHCARE INTERNATIONAL INC,2007-12-13,0,0,13,5,3,2,1,0,1,3,2,1,1,0,3970,252.77900000000002,66.35300000000001,0.262494115
8033,1003607,ALTIGEN COMMUNICATIONS INC,2007-12-27,5,0,12,4,2,0,0,0,0,3,1,4,0,0,5569,15.25,-0.9359999999999999,-0.061377049
8034,928465,AMCON DISTRIBUTING CO,2007-11-09,2,0,11,2,1,0,0,0,0,5,0,1,0,0,4278,92.064,4.441,0.048238182000000004
8036,1330039,AMERICAN BANCORP OF NEW JERSEY INC,2007-12-14,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1335,573.738,0.557,0.000970826
8038,350832,AMERICAN PACIFIC CORP,2007-12-21,4,0,9,2,5,4,0,0,0,0,3,0,0,0,7241,249.407,4.984,0.019983401
8040,932628,AMERIGAS PARTNERS LP,2007-11-29,0,0,10,4,1,2,0,0,0,4,2,1,0,0,5908,1696.7839999999999,190.78400000000002,0.0018193579999999999
8041,1140859,AMERISOURCEBERGEN CORP,2007-11-28,3,0,12,3,0,0,1,0,0,0,0,1,0,0,4452,12310.063999999998,469.167,0.038112474
8042,720500,AMTECH SYSTEMS INC,2007-12-12,0,0,19,42,6,1,0,0,0,1,9,1,1,0,14779,50.666000000000004,2.417,0.047704575
8044,317093,ANDREW CORP,2007-11-21,8,0,19,10,19,0,0,1,0,0,3,2,0,0,5989,2350.533,-162.822,-0.069270246
8046,320193,APPLE INC,2007-11-15,7,0,29,6,11,1,0,1,0,0,3,4,0,1,6428,25347.0,3496.0,0.137925593
8049,26537,"ARGON ST, Inc.",2007-11-30,3,0,21,3,4,1,0,0,0,4,4,0,0,0,8181,329.645,14.702,0.044599493
8050,1084755,ARIBA INC,2007-11-15,2,0,20,0,7,3,0,0,0,1,3,5,0,0,5353,583.586,-14.977,-0.025663741
8051,779544,ARK RESTAURANTS CORP,2007-12-28,4,0,13,1,9,6,0,0,0,3,1,4,0,0,9095,52.181000000000004,13.013,0.249381959
8052,879407,ARROWHEAD RESEARCH CORP,2007-12-14,5,0,25,8,4,2,0,1,0,8,8,7,0,0,16763,29.853,-29.930999999999997,-1.0026128029999999
8054,1113256,ARVINMERITOR INC,2007-11-19,9,0,32,7,6,2,0,0,0,1,7,6,0,0,11208,4789.0,-219.0,-0.045729797
8061,866787,AUTOZONE INC,2007-10-22,0,0,4,3,0,0,0,0,0,0,1,0,0,0,1214,4804.709,595.672,0.12397670699999999
8064,1368457,Alberto-Culver CO,2007-11-28,2,0,9,0,10,0,0,0,0,1,0,2,0,0,6315,1487.56,78.264,0.052612332000000005
8067,1311396,"Aviza Technology, Inc.",2007-12-13,0,0,13,1,5,4,0,0,0,2,2,2,1,0,7710,148.08,0.38299999999999995,0.00258644
8068,2491,"BALLY TECHNOLOGIES, INC.",2007-11-02,8,0,21,11,1,0,6,1,0,1,0,1,0,0,41263,824.895,22.328000000000003,0.027067687000000003
8069,894490,BANKUNITED FINANCIAL CORP,2007-11-29,1,2,40,3,2,1,0,0,0,0,3,4,1,0,8588,15046.271,81.37899999999999,0.005408583000000001
8073,1031798,BEA SYSTEMS INC,2007-11-15,17,0,24,7,8,2,1,3,1,7,17,9,0,0,11636,2672.6479999999997,208.18099999999998,0.077893161
8074,1124941,BEACON ROOFING SUPPLY INC,2007-11-28,4,0,9,28,3,0,0,1,1,1,0,0,1,0,7345,1006.66,25.279,0.025111756000000002
8075,10795,BECTON DICKINSON & CO,2007-11-23,3,0,11,9,2,1,0,0,0,0,2,2,0,1,4077,7329.365,890.033,0.12143384900000001
8085,720154,BIOANALYTICAL SYSTEMS INC,2007-12-27,3,0,14,3,0,1,0,0,0,1,0,0,0,0,3080,42.037,0.9259999999999999,0.022028212999999998
8087,864328,BJ SERVICES CO,2007-11-29,3,0,20,1,0,0,0,0,0,0,3,2,0,0,1655,4715.212,753.64,0.159831626
8091,14846,BRT REALTY TRUST,2007-12-14,1,0,21,2,0,0,0,0,0,1,1,1,0,0,5935,328.10900000000004,35.07,0.106885212
8092,320174,BSD MEDICAL CORP,2007-11-14,1,0,8,3,1,0,0,0,0,0,1,2,0,0,2522,24.342,-3.3480000000000003,-0.137540054
8107,1175685,"BladeLogic, Inc.",2007-11-29,1,0,15,5,7,4,0,1,0,5,1,3,0,0,8626,96.205,-0.174,-0.0018086379999999998
8109,16040,CABOT CORP,2007-11-29,1,0,11,1,1,0,0,0,0,1,3,3,0,0,2823,2636.0,129.0,0.048937785
8110,1102934,CABOT MICROELECTRONICS CORP,2007-11-27,0,0,9,2,1,3,0,0,0,0,1,0,0,0,2335,455.129,33.836,0.074343757
8111,819334,CAM COMMERCE SOLUTIONS INC,2007-11-19,3,0,7,1,0,0,1,0,0,1,0,1,0,0,940,33.589,4.723,0.14061151
8116,1067294,CBRL GROUP INC,2007-10-02,7,2,15,4,6,3,0,1,0,0,3,3,1,5,6357,1265.03,162.065,0.128111586
8117,887733,CENTRAL GARDEN & PET CO,2007-11-28,5,0,28,18,6,1,0,0,0,4,0,2,0,0,13007,1646.8220000000001,32.304,0.019615963
8118,1092006,CHARLOTTE RUSSE HOLDING INC,2007-11-28,1,0,6,2,2,2,0,0,0,1,0,0,0,0,2168,407.11300000000006,36.304,0.089174259
8119,830524,CHASE CORP,2007-11-14,1,0,10,2,1,1,0,0,0,0,0,0,0,0,1092,83.965,10.193,0.12139582
8120,1041859,CHILDRENS PLACE RETAIL STORES INC,2007-12-05,2,0,14,6,7,6,0,1,0,6,9,2,1,0,11784,997.5369999999999,-59.567,-0.059714076
8121,1117171,CHINA BAK BATTERY INC,2007-12-19,9,0,19,28,8,7,1,0,0,4,4,7,0,3,26327,307.22900000000004,0.483,0.001572117
8125,936395,CIENA CORP,2007-12-27,0,0,33,2,12,5,0,0,0,3,2,4,0,0,7369,2416.2729999999997,82.788,0.034262685
8126,914712,CMGI INC,2007-10-15,4,0,14,2,5,7,0,0,0,2,0,4,0,0,4957,819.128,49.411,0.060321464000000005
8127,21510,COHERENT INC,2007-12-11,6,0,15,8,10,0,0,1,0,3,3,10,1,1,8484,947.6,15.950999999999999,0.016833052
8130,22444,COMMERCIAL METALS CO,2007-10-30,8,0,22,6,9,1,0,0,0,2,3,4,4,1,5331,3472.663,355.431,0.102351135
8131,102198,COMPETITIVE TECHNOLOGIES INC,2007-10-30,1,0,10,5,4,0,0,0,0,0,1,1,0,0,2976,9.713,-8.894,-0.9156800159999999
8133,1066026,CONCUR TECHNOLOGIES INC,2007-12-14,8,0,16,4,11,4,0,0,0,3,1,2,0,0,6674,345.48199999999997,8.225,0.023807317999999997
8134,1069353,CONEXANT SYSTEMS INC,2007-11-21,3,0,12,3,13,3,0,0,0,1,2,1,0,0,5730,985.9689999999999,-402.462,-0.408189304
8135,711404,COOPER COMPANIES INC,2007-12-26,5,0,31,8,6,0,0,0,0,2,3,5,0,0,9053,2560.271,-11.192,-0.004371412
8139,909832,COSTCO WHOLESALE CORP /NEW,2007-10-25,2,1,14,1,5,0,0,0,0,0,0,4,0,0,3052,19606.586,1082.772,0.055224913
8140,25212,COURIER CORP,2007-11-29,3,0,3,1,4,2,0,0,0,1,2,5,0,0,2982,269.835,25.745,0.09541015800000001
8143,356037,CSP INC /MA/,2007-12-26,2,0,7,2,2,4,0,0,0,0,2,2,0,0,3475,46.441,4.0489999999999995,0.08718589199999999
